MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1929938	Perp	PERP, TP53 apoptosis effector	10		mitochondrion			IDA		J:67123 	
MGI:3615306	Pet100	PET100 homolog	8		integral component of mitochondrial inner membrane			IBA	PTN002143768 	J:265628 	
MGI:3615306	Pet100	PET100 homolog	8		mitochondrial inner membrane			IEA	KW-0999 	J:60000 	
MGI:3615306	Pet100	PET100 homolog	8		mitochondrion			IEA	IPR018625 	J:72247 	
MGI:3615306	Pet100	PET100 homolog	8		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:5295678	Pet117	PET117 homolog	2		mitochondrion			IBA	PTN001999899 	J:265628 	
MGI:5295678	Pet117	PET117 homolog	2		mitochondrion			ISO	Q6UWS5 	J:164563 	
MGI:1338882	Pex11b	peroxisomal biogenesis factor 11 beta	3		mitochondrion			IDA		J:86816 	
MGI:1276111	Pfdn2	prefoldin 2	1		mitochondrion			ISO	Q9UHV9 	J:164563 	
MGI:1923512	Pfdn4	prefoldin 4	2		mitochondrion			ISO	Q9NQP4 	J:164563 	
MGI:1919792	Pgam5	phosphoglycerate mutase family member 5	5		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1919792	Pgam5	phosphoglycerate mutase family member 5	5		mitochondrion			IBA	PTN000468387 	J:265628 	
MGI:1919792	Pgam5	phosphoglycerate mutase family member 5	5		mitochondrion			ISO	Q96HS1 	J:164563 	
MGI:97567	Pgr	progesterone receptor	9		mitochondrion			ISO	RGD:3317 	J:155856 	
MGI:1858305	Pgrmc1	progesterone receptor membrane component 1	X		mitochondrial outer membrane			IDA		J:236913 	
MGI:1858305	Pgrmc1	progesterone receptor membrane component 1	X		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1921701	Pgs1	phosphatidylglycerophosphate synthase 1	11		mitochondrion			HDA		J:151002 	
MGI:1921701	Pgs1	phosphatidylglycerophosphate synthase 1	11		mitochondrion			IBA	PTN000287047 	J:265628 	
MGI:97572	Phb	prohibitin	11		extrinsic component of mitochondrial outer membrane			ISO	RGD:3322 	J:155856 	
MGI:97572	Phb	prohibitin	11		mitochondrial crista			ISO	RGD:3322 	J:155856 	
MGI:97572	Phb	prohibitin	11		mitochondrial inner membrane			HDA		J:100953 	
MGI:97572	Phb	prohibitin	11		mitochondrial inner membrane			IDA		J:273588 	
MGI:97572	Phb	prohibitin	11		mitochondrial inner membrane			ISO	P35232 	J:164563 	
MGI:97572	Phb	prohibitin	11		mitochondrial prohibitin complex			IPI		J:273588 	
MGI:97572	Phb	prohibitin	11		mitochondrial prohibitin complex			ISO	P35232 	J:164563 	
MGI:97572	Phb	prohibitin	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:97572	Phb	prohibitin	11		mitochondrion			HDA		J:151002 	
MGI:97572	Phb	prohibitin	11		mitochondrion			IBA	PTN000576537 	J:265628 	
MGI:97572	Phb	prohibitin	11		mitochondrion	is a part of heart,is a part of heart		IDA		J:131696 	
MGI:97572	Phb	prohibitin	11		mitochondrion			IDA		J:129870 J:242350 J:289457 	
MGI:97572	Phb	prohibitin	11		mitochondrion			ISO	RGD:3322 	J:155856 	
MGI:97572	Phb	prohibitin	11		mitochondrion			ISO	P35232 	J:164563 	
MGI:102520	Phb2	prohibitin 2	6		inner mitochondrial membrane protein complex			IDA		J:215238 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrial inner membrane			IDA		J:114058 J:273588 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrial inner membrane			ISO	Q99623 	J:164563 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrial outer membrane			ISO	Q99623 	J:164563 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrial prohibitin complex			IPI		J:273588 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrial prohibitin complex			ISO	Q99623 	J:164563 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrion			HDA		J:151002 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrion			IBA	PTN000576537 	J:265628 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrion			IDA		J:86816 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrion			ISO	RGD:620203 	J:155856 	
MGI:102520	Phb2	prohibitin 2	6		mitochondrion			ISO	Q99623 	J:164563 	
MGI:891978	Phyh	phytanoyl-CoA hydroxylase	2		mitochondrion			HDA		J:151002 	
MGI:891978	Phyh	phytanoyl-CoA hydroxylase	2		mitochondrion			ISO	RGD:620317 	J:155856 	
MGI:1918161	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	10		mitochondrion			HDA		J:151002 	
MGI:1920197	Phykpl	5-phosphohydroxy-L-lysine phospholyase	11		mitochondrion			HDA		J:151002 	
MGI:1934031	Pi4k2a	phosphatidylinositol 4-kinase type 2 alpha	19		mitochondrion			IDA		J:187545 	
MGI:1334433	Pi4kb	phosphatidylinositol 4-kinase beta	3		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1334433	Pi4kb	phosphatidylinositol 4-kinase beta	3		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:894645	Pick1	protein interacting with C kinase 1	15		mitochondrion			IDA		J:85668 	
MGI:2143057	Pif1	PIF1 5'-to-3' DNA helicase	9	NOT	mitochondrion		PR:Q80SX8-1	IMP		J:200217 	
MGI:2143057	Pif1	PIF1 5'-to-3' DNA helicase	9		mitochondrion		PR:Q80SX8-3	IMP		J:200217 	
MGI:1346036	Pin1	peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1	9		mitochondrion			ISO	RGD:1310299 	J:155856 	
MGI:3649546	Pin1rt1	peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1, retrogene 1	2		mitochondrion			ISO	RGD:1310299 	J:155856 	
MGI:1916963	Pin4	peptidyl-prolyl cis/trans isomerase, NIMA-interacting, 4 (parvulin)	X		mitochondrial matrix			ISO	Q9Y237 	J:164563 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		integral component of mitochondrial outer membrane			ISO	Q9BXM7 	J:164563 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		mitochondrial inner membrane			IDA		J:209583 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		mitochondrial inner membrane			ISO	Q9BXM7 	J:164563 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		mitochondrial intermembrane space			ISO	Q9BXM7 	J:164563 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		mitochondrial outer membrane			ISO	Q9BXM7 	J:164563 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		mitochondrion			HDA		J:151002 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		mitochondrion			IBA	PTN001121970 	J:265628 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		mitochondrion			IDA		J:282679 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		mitochondrion			ISO	Q9BXM7 	J:73065 	
MGI:1919650	Pinx1	PIN2/TERF1 interacting, telomerase inhibitor 1	14		mitochondrion			ISO	Q96BK5 	J:164563 	
MGI:2445114	Pisd	phosphatidylserine decarboxylase	5		mitochondrial inner membrane			IEA	KW-0999 	J:60000 	
MGI:2445114	Pisd	phosphatidylserine decarboxylase	5		mitochondrion			HDA		J:151002 	
MGI:2445114	Pisd	phosphatidylserine decarboxylase	5		mitochondrion			IBA	PTN000007431 	J:265628 	
MGI:2445114	Pisd	phosphatidylserine decarboxylase	5		mitochondrion			ISO	Q9UG56 	J:164563 	
MGI:1916867	Pitrm1	pitrilysin metallepetidase 1	13		mitochondrial matrix			IBA	PTN000220483 	J:265628 	
MGI:1916867	Pitrm1	pitrilysin metallepetidase 1	13		mitochondrial matrix			ISO	Q5JRX3 	J:164563 	
MGI:1916867	Pitrm1	pitrilysin metallepetidase 1	13		mitochondrion			HDA		J:151002 	
MGI:1916867	Pitrm1	pitrilysin metallepetidase 1	13		mitochondrion			ISO	Q5JRX3 	J:164563 	
MGI:3041167	Piwil4	piwi-like RNA-mediated gene silencing 4	9		mitochondrion			ISO	Q7Z3Z4 	J:164563 	
MGI:97591	Pkm	pyruvate kinase, muscle	9		mitochondrion	is a part of EMAPA:16846|is a part of EMAPA:16894|is a part of EMAPA:17373|is a part of EMAPA:16105		HDA		J:86816 	
MGI:104642	Pla2g2a	phospholipase A2, group IIA (platelets, synovial fluid)	4		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:2384819	Pla2g4b	phospholipase A2, group IVB (cytosolic)	2		mitochondrial inner membrane			ISO	P0C869 	J:164563 	
MGI:1196403	Pla2g4c	phospholipase A2, group IVC (cytosolic, calcium-independent)	7		mitochondrial membrane			ISO	Q9UP65 	J:164563 	
MGI:2685493	Pla2g4f	phospholipase A2, group IVF	2		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1859152	Pla2g6	phospholipase A2, group VI	15		mitochondrion			IBA	PTN001192062 	J:265628 	
MGI:1859152	Pla2g6	phospholipase A2, group VI	15		mitochondrion			ISO	RGD:628867 	J:155856 	
MGI:2178076	Pla2g15	phospholipase A2, group XV	8		mitochondrion			HDA		J:151002 	
MGI:2179715	Plaat3	phospholipase A and acyltransferase 3	19		mitochondrion			IDA		J:306889 	
MGI:97614	Plcd1	phospholipase C, delta 1	9		mitochondrial membrane			ISO	RGD:3346 	J:155856 	
MGI:2687283	Pld6	phospholipase D family, member 6	11		mitochondrial outer membrane			IDA		J:169934 	
MGI:2687283	Pld6	phospholipase D family, member 6	11		mitochondrial outer membrane			ISO	Q8N2A8 	J:164563 	
MGI:2687283	Pld6	phospholipase D family, member 6	11		mitochondrion			IBA	PTN000478647 	J:265628 	
MGI:1277961	Plec	plectin	15		mitochondrial outer membrane			IMP		J:137222 	
MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1	4		mitochondrial membrane			IBA	PTN002930314 	J:265628 	
MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1	4		mitochondrial membrane			ISO	Q494U1 	J:164563 	
MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1	4		mitochondrion			IDA		J:251603 	
MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1	4		mitochondrion			ISO	Q494U1 	J:164563 	
MGI:1915009	Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein	19		mitochondrion			HDA		J:151002 	
MGI:1914218	Plin5	perilipin 5	17		mitochondrion			ISO	RGD:1589602 	J:155856 	
MGI:97622	Pln	phospholamban	10		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1891207	Plpbp	pyridoxal phosphate binding protein	8		mitochondrion			HDA		J:151002 	
MGI:1917560	Plscr3	phospholipid scramblase 3	11		mitochondrial inner membrane			ISO	RGD:1307016 	J:155856 	
MGI:1917560	Plscr3	phospholipid scramblase 3	11		mitochondrion			IDA		J:289458 	
MGI:1917560	Plscr3	phospholipid scramblase 3	11	colocalizes_with	mitochondrion			ISO	RGD:1307016 	J:155856 	
MGI:1917560	Plscr3	phospholipid scramblase 3	11		mitochondrion			ISO	Q9NRY6 	J:164563 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		mitochondrion			IBA	PTN000370924 	J:265628 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		mitochondrion			IDA		J:62057 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		mitochondrion			ISO	RGD:1359266 	J:155856 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		mitochondrion			ISO	Q13794 	J:164563 	
MGI:1918568	Pmpca	peptidase (mitochondrial processing) alpha	2		mitochondrial inner membrane			ISO	Q10713 	J:164563 	
MGI:1918568	Pmpca	peptidase (mitochondrial processing) alpha	2		mitochondrion			HDA		J:151002 	
MGI:1918568	Pmpca	peptidase (mitochondrial processing) alpha	2		mitochondrion			IBA	PTN000932824 	J:265628 	
MGI:1918568	Pmpca	peptidase (mitochondrial processing) alpha	2		mitochondrion			ISO	Q10713 	J:164563 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		mitochondrial inner membrane			HDA		J:100953 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		mitochondrial processing peptidase complex			ISO	RGD:621297 	J:155856 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		mitochondrion			HDA		J:151002 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		mitochondrion			IBA	PTN000932824 	J:265628 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		mitochondrion			ISO	RGD:621297 	J:155856 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		mitochondrion			ISO	O75439 	J:164563 	
MGI:1930773	Pnkd	paroxysmal nonkinesiogenic dyskinesia	1		mitochondrion			HDA		J:151002 	
MGI:1930773	Pnkd	paroxysmal nonkinesiogenic dyskinesia	1		mitochondrion			IBA	PTN000940186 	J:265628 	
MGI:1930773	Pnkd	paroxysmal nonkinesiogenic dyskinesia	1		mitochondrion			ISO	Q8N490 	J:164563 	
MGI:1891698	Pnkp	polynucleotide kinase 3'- phosphatase	7		mitochondrion			ISO	RGD:1303331 	J:155856 	
MGI:1914702	Pnpla8	patatin-like phospholipase domain containing 8	12		mitochondrion			IDA		J:120895 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial degradosome			ISO	Q8TCS8 	J:164563 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial intermembrane space	is a part of liver		IDA		J:114639 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial intermembrane space			ISO	Q8TCS8 	J:164563 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrion			HDA		J:151002 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrion			IBA	PTN000134194 	J:265628 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrion			IDA		J:114639 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrion			ISO	Q8TCS8 	J:164563 	
MGI:1915061	Poldip2	polymerase (DNA-directed), delta interacting protein 2	11		mitochondrial matrix			ISO	Q9Y2S7 	J:164563 	
MGI:1915061	Poldip2	polymerase (DNA-directed), delta interacting protein 2	11		mitochondrial nucleoid			IBA	PTN000370730 	J:265628 	
MGI:1915061	Poldip2	polymerase (DNA-directed), delta interacting protein 2	11		mitochondrial nucleoid			ISO	Q9Y2S7 	J:164563 	
MGI:1915061	Poldip2	polymerase (DNA-directed), delta interacting protein 2	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1915061	Poldip2	polymerase (DNA-directed), delta interacting protein 2	11		mitochondrion			HDA		J:151002 	
MGI:1915061	Poldip2	polymerase (DNA-directed), delta interacting protein 2	11		mitochondrion			IDA		J:116739 	
MGI:1915061	Poldip2	polymerase (DNA-directed), delta interacting protein 2	11		mitochondrion			ISO	Q9Y2S7 	J:164563 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		gamma DNA polymerase complex			ISO	RGD:620057 	J:155856 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		gamma DNA polymerase complex			ISO	P54098 	J:164563 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		mitochondrial inner membrane			HDA		J:100953 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		mitochondrial matrix			ISO	P54098 	J:164563 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		mitochondrial nucleoid			ISO	P54098 	J:164563 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		mitochondrion			HDA		J:151002 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		mitochondrion			IBA	PTN000030201 	J:265628 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		mitochondrion			ISO	RGD:620057 	J:155856 	
MGI:1196389	Polg	polymerase (DNA directed), gamma	7		mitochondrion			ISO	P54098 	J:164563 	
MGI:1354947	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	11		gamma DNA polymerase complex			ISO	Q9UHN1 	J:164563 	
MGI:1354947	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	11		mitochondrial matrix			ISO	Q9UHN1 	J:164563 	
MGI:1354947	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	11		mitochondrial nucleoid			ISO	Q9UHN1 	J:164563 	
MGI:1354947	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1354947	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	11		mitochondrion			HDA		J:151002 	
MGI:1354947	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	11		mitochondrion			IBA	PTN002473373 	J:265628 	
MGI:1354947	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	11		mitochondrion			ISO	Q9UHN1 	J:164563 	
MGI:1915843	Polrmt	polymerase (RNA) mitochondrial (DNA directed)	10		mitochondrial DNA-directed RNA polymerase complex			IBA	PTN000010146 	J:265628 	
MGI:1915843	Polrmt	polymerase (RNA) mitochondrial (DNA directed)	10		mitochondrial matrix			ISO	O00411 	J:164563 	
MGI:1915843	Polrmt	polymerase (RNA) mitochondrial (DNA directed)	10		mitochondrial nucleoid			ISO	O00411 	J:164563 	
MGI:1915843	Polrmt	polymerase (RNA) mitochondrial (DNA directed)	10		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1915843	Polrmt	polymerase (RNA) mitochondrial (DNA directed)	10		mitochondrion			HDA		J:151002 	
MGI:1915843	Polrmt	polymerase (RNA) mitochondrial (DNA directed)	10		mitochondrion			ISO	O00411 	J:164563 	
MGI:106687	Pon2	paraoxonase 2	6		mitochondrion			ISO	RGD:1309954 	J:155856 	
MGI:97744	Por	cytochrome p450 oxidoreductase	5		mitochondrion			ISO	RGD:68335 	J:155856 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		mitochondrion			ISO	Q01860 	J:164563 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		mitochondrion			ISO	Q06416 	J:164563 	
MGI:1922026	Ppa2	pyrophosphatase (inorganic) 2	3		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1922026	Ppa2	pyrophosphatase (inorganic) 2	3		mitochondrion			HDA		J:151002 	
MGI:1922026	Ppa2	pyrophosphatase (inorganic) 2	3		mitochondrion			IBA	PTN002232102 	J:265628 	
MGI:1922026	Ppa2	pyrophosphatase (inorganic) 2	3		mitochondrion			ISO	Q9H2U2 	J:164563 	
MGI:1342774	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	5		mitochondrion			ISO	RGD:620925 	J:155856 	
MGI:1914988	Ppid	peptidylprolyl isomerase D (cyclophilin D)	3		mitochondrion			ISO	RGD:1303174 	J:155856 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrial inner membrane			ISO	RGD:628670 	J:155856 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrial matrix			ISO	RGD:628670 	J:155856 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrial permeability transition pore complex			IMP		J:287067 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrial permeability transition pore complex			ISO	P30405 	J:164563 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrial permeability transition pore complex			TAS		J:180458 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrion			HDA		J:151002 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrion			IBA	PTN002594555 	J:265628 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrion			ISO	RGD:628670 	J:155856 	
MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	14		mitochondrion			ISO	P30405 	J:164563 	
MGI:2444096	Ppm1e	protein phosphatase 1E (PP2C domain containing)	11		mitochondrion			ISO	RGD:735028 	J:155856 	
MGI:2442111	Ppm1k	protein phosphatase 1K (PP2C domain containing)	6		mitochondrion			HDA		J:151002 	
MGI:2442111	Ppm1k	protein phosphatase 1K (PP2C domain containing)	6		mitochondrion			ISO	Q8N3J5 	J:164563 	
MGI:104968	Ppox	protoporphyrinogen oxidase	1		integral component of mitochondrial inner membrane			ISO	RGD:1310543 	J:155856 	
MGI:104968	Ppox	protoporphyrinogen oxidase	1		intrinsic component of mitochondrial inner membrane			IBA	PTN000077911 	J:265628 	
MGI:104968	Ppox	protoporphyrinogen oxidase	1		intrinsic component of mitochondrial inner membrane			IDA		J:113708 	
MGI:104968	Ppox	protoporphyrinogen oxidase	1		mitochondrial inner membrane			IEA	KW-0999 	J:60000 	
MGI:104968	Ppox	protoporphyrinogen oxidase	1		mitochondrial membrane			ISO	P50336 	J:164563 	
MGI:104968	Ppox	protoporphyrinogen oxidase	1		mitochondrion	is a part of EMAPA:16846|is a part of EMAPA:16894|is a part of EMAPA:17373		HDA		J:86816 	
MGI:104968	Ppox	protoporphyrinogen oxidase	1		mitochondrion			HDA		J:151002 	
MGI:104968	Ppox	protoporphyrinogen oxidase	1		mitochondrion			ISO	RGD:1310543 	J:155856 	
MGI:104872	Ppp1cc	protein phosphatase 1 catalytic subunit gamma	5		mitochondrial outer membrane	is a part of hepatocyte		IDA		J:85083 	
MGI:104872	Ppp1cc	protein phosphatase 1 catalytic subunit gamma	5		mitochondrion			IDA		J:85083 	
MGI:104872	Ppp1cc	protein phosphatase 1 catalytic subunit gamma	5		mitochondrion			ISO	P36873 	J:164563 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		mitochondrion			ISO	O75807 	J:164563 	
MGI:1920180	Ppp2r2b	protein phosphatase 2, regulatory subunit B, beta	18		mitochondrial outer membrane			ISO	RGD:631441 	J:155856 	
MGI:1920180	Ppp2r2b	protein phosphatase 2, regulatory subunit B, beta	18		mitochondrion			ISO	RGD:631441 	J:155856 	
MGI:107164	Ppp3ca	protein phosphatase 3, catalytic subunit, alpha isoform	3		mitochondrion	is a part of brain		IDA		J:126237 	
MGI:107162	Ppp3cc	protein phosphatase 3, catalytic subunit, gamma isoform	14		mitochondrion			IDA		J:309565 	
MGI:1915107	Ppp6c	protein phosphatase 6, catalytic subunit	2		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:2444593	Pptc7	PTC7 protein phosphatase homolog	5		mitochondrial matrix			ISO	Q8NI37 	J:164563 	
MGI:2444593	Pptc7	PTC7 protein phosphatase homolog	5		mitochondrion			HDA		J:151002 	
MGI:2444593	Pptc7	PTC7 protein phosphatase homolog	5		mitochondrion			IBA	PTN000268440 	J:265628 	
MGI:99523	Prdx1	peroxiredoxin 1	4		mitochondrial matrix			ISO	RGD:620039 	J:155856 	
MGI:99523	Prdx1	peroxiredoxin 1	4		mitochondrion			HDA		J:151002 	
MGI:109486	Prdx2	peroxiredoxin 2	8		mitochondrion			HDA		J:151002 	
MGI:88034	Prdx3	peroxiredoxin 3	19		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:88034	Prdx3	peroxiredoxin 3	19		mitochondrion			HDA		J:151002 	
MGI:88034	Prdx3	peroxiredoxin 3	19		mitochondrion			IBA	PTN002449985 	J:265628 	
MGI:88034	Prdx3	peroxiredoxin 3	19		mitochondrion			ISO	RGD:620040 	J:155856 	
MGI:88034	Prdx3	peroxiredoxin 3	19		mitochondrion			ISO	P30048 	J:164563 	
MGI:1859815	Prdx4	peroxiredoxin 4	X		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1859821	Prdx5	peroxiredoxin 5	19		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1859821	Prdx5	peroxiredoxin 5	19		mitochondrion			HDA		J:151002 	
MGI:1859821	Prdx5	peroxiredoxin 5	19		mitochondrion			IBA	PTN000046537 	J:265628 	
MGI:1859821	Prdx5	peroxiredoxin 5	19		mitochondrion			ISO	RGD:71007 	J:155856 	
MGI:1859821	Prdx5	peroxiredoxin 5	19		mitochondrion			ISO	P30044 	J:164563 	
MGI:894320	Prdx6	peroxiredoxin 6	1		mitochondrion			HDA		J:151002 	
MGI:894320	Prdx6	peroxiredoxin 6	1		mitochondrion			IBA	PTN000073792 	J:265628 	
MGI:1336888	Prdx6b	peroxiredoxin 6B	2		mitochondrion			HDA		J:151002 	
MGI:1336888	Prdx6b	peroxiredoxin 6B	2		mitochondrion			IBA	PTN000073792 	J:265628 	
MGI:1913744	Prelid1	PRELI domain containing 1	13		mitochondrial intermembrane space			IBA	PTN000125772 	J:265628 	
MGI:1913744	Prelid1	PRELI domain containing 1	13		mitochondrial intermembrane space			ISO	Q9Y255 	J:164563 	
MGI:1913744	Prelid1	PRELI domain containing 1	13		mitochondrion			IDA		J:122682 	
MGI:1913744	Prelid1	PRELI domain containing 1	13		mitochondrion			ISO	Q9Y255 	J:164563 	
MGI:1924869	Prelid2	PRELI domain containing 2	18		mitochondrial intermembrane space			IBA	PTN000125772 	J:265628 	
MGI:1924869	Prelid2	PRELI domain containing 2	18		mitochondrion			HDA		J:151002 	
MGI:2442865	Prelid3a	PRELI domain containing 3A	18		mitochondrial intermembrane space			IBA	PTN000125772 	J:265628 	
MGI:2442865	Prelid3a	PRELI domain containing 3A	18		mitochondrion			HDA		J:151002 	
MGI:1913640	Prelid3b	PRELI domain containing 3B	2		mitochondrial intermembrane space			IBA	PTN000125772 	J:265628 	
MGI:1913640	Prelid3b	PRELI domain containing 3B	2		mitochondrion			HDA		J:151002 	
MGI:1859635	Prickle3	prickle planar cell polarity protein 3	X		mitochondrion			IDA		J:300151 	
MGI:1859635	Prickle3	prickle planar cell polarity protein 3	X		mitochondrion			ISO	O43900 	J:164563 	
MGI:3603756	Primpol	primase and polymerase (DNA-directed)	8		mitochondrial matrix			IBA	PTN000776075 	J:265628 	
MGI:3603756	Primpol	primase and polymerase (DNA-directed)	8		mitochondrial matrix			ISO	Q96LW4 	J:164563 	
MGI:3603756	Primpol	primase and polymerase (DNA-directed)	8		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:97592	Prkaca	protein kinase, cAMP dependent, catalytic, alpha	8		mitochondrion	is a part of hepatocyte		IDA		J:85083 	
