Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Hexanoylcarnitine,259.1784,0.65,2497478.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,hexanoylcarnitine,259.1784,0.65,4932273.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c364_HILIC,Margaric acid,270.2558,2.15,1.24,0.36,0.29,0.96,-0.09,-1.06,1.85,0.86,-0.99,0.600,1.000,1.000,0.193,1.000,0.219,0.002,0.180,0.232,19387751.4300917000,65627866.7324894000,21105927.7210712000,34410083.5190029000,13107565.9987737000,61477859.1910873000,27228482.0583958000,31601129.0497098000,11186428.8170068000,13360401.4289187000,12025962.3357231000,10396356.5808144000,8687303.6519032600,13269089.5549388000,9571550.3891765300,18840457.1293758000,23138046.8632391000,19427831.6383686000,9688246.7118085100,28204300.4301637000,20029749.6145266000,24518194.1250047000,28590763.6428371000,28634809.7923632000,5.5E+06,5.6E+06,5.5E+06,5.3E+06,5.8E+06,5.7E+06,5.7E+06,16.9,39.0,25.3,14.6,36.8,28.7,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ethyl pentadecanoate,270.2559,-0.34,35512.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MFCD00214328,270.2559,-0.34,20849.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2077,270.2559,-0.34,55315.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MFCD00083427,270.2559,-0.34,144529.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Margaric acid,270.2559,-0.34,10033.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isopropyl myristate,270.2559,-0.34,7751.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Methyl palmitate,270.2559,-0.34,7889.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Methylhexadecanoic acid,270.2559,-0.34,4471718.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nonyl octylate,270.2559,-0.34,512326.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c365_HILIC,1-deoxy-D-altro-heptulose 7-phosphate,274.0453,16.63,-0.27,0.73,-0.12,-1.34,-1.39,-0.06,-2.33,-1.55,0.78,1.000,1.000,1.000,0.001,0.000,1.000,0.000,0.000,0.039,4691691.8820268300,5770037.7056330500,4260992.6294130700,2944788.8011486600,6293144.9634508600,4481454.8323967500,3444351.0475623400,2825719.8195447300,12644379.4344118000,21763720.2345181000,11026930.9713882000,16897753.2469627000,9119219.3437520300,14908048.2273898000,11562367.7435116000,20459342.8666524000,12410715.9083158000,10946303.2724427000,13166110.9637510000,9407957.0996750900,10639096.5356548000,11344310.6350436000,11108014.9500125000,10760686.4658039000,6.0E+04,4.8E+04,8.1E+04,4.3E+04,1.0E+05,5.8E+04,5.2E+04,7.9,9.8,17.1,13.3,34.9,25.6,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-deoxy-D-altro-heptulose 7-phosphate,274.0454,-0.29,13085531.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2,3,4,5-Tetrahydroxy-6-oxoheptyl dihydrogen phosphate",274.0454,-0.29,389281.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c366_HILIC,Oleic acid,282.2558,2.63,0.54,0.32,-0.16,2.63,2.66,0.03,2.84,3.35,0.52,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,209520364.6898370000,318100498.5869860000,213792487.0126400000,266765386.6990020000,169480736.3388390000,250965846.8878480000,181551027.7784050000,300030756.1813140000,63819103.9540256000,41056815.7977273000,23927574.0008335000,21895642.8419650000,29271316.1917762000,38316260.0942185000,34096124.2846254000,52229053.0174156000,26199739.9967087000,28239968.3968801000,28545599.4975180000,20183810.2148062000,35542761.9093126000,45468017.3065144000,33311607.8348777000,27167853.7050852000,7.4E+06,8.3E+06,6.8E+06,6.8E+06,7.1E+06,6.5E+06,6.2E+06,35.5,13.9,32.6,47.2,10.8,11.1,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n-undecylic acid,282.2559,-0.31,940.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cis-Vaccenic acid,282.2559,-0.31,4445888.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(7Z)-7-Octadecenoic acid,282.2559,-0.31,4445882.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(6E)-6-Octadecenoic acid,282.2559,-0.31,4445881.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Petroselinic acid,282.2559,-0.31,4444569.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trans-Vaccenic acid,282.2559,-0.31,4444571.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(13Z)-octadecenoic acid,282.2559,-0.31,4471866.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ethyl (9E)-9-hexadecenoate,282.2559,-0.31,4516898.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Octadecenoic acid,282.2559,-0.31,4827881.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oleic acid,282.2559,-0.31,393217.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Cycloheptylundecanoic acid,282.2559,-0.31,391768.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elaidic Acid,282.2559,-0.31,553123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c367_HILIC,Oleic acid,282.2558,2.15,0.25,-0.02,-0.25,1.76,2.48,0.72,2.03,2.99,0.96,1.000,1.000,1.000,0.000,0.000,0.003,0.000,0.000,0.000,4479321850.0093500000,5943520919.5176800000,4549807916.3851800000,4873735914.4104500000,4136197736.0910900000,5622879046.8207800000,4833942568.6491300000,5144052675.8698600000,1547318018.7834600000,1579111164.7002200000,1191799278.8205000000,1062542163.5048400000,1095703150.2226600000,1163525969.3446900000,1475766372.1081500000,1473262903.6462200000,811536530.9179490000,746802380.3756080000,753042796.1318030000,531082197.1467770000,819068172.9619730000,789655683.5961370000,802515391.3994120000,606328447.4660610000,1.1E+07,1.1E+07,1.1E+07,1.1E+07,1.1E+07,9.8E+06,1.1E+07,18.0,3.7,18.6,16.4,8.9,6.4,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n-undecylic acid,282.2559,-0.30,940.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cis-Vaccenic acid,282.2559,-0.30,4445888.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(7Z)-7-Octadecenoic acid,282.2559,-0.30,4445882.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(6E)-6-Octadecenoic acid,282.2559,-0.30,4445881.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Petroselinic acid,282.2559,-0.30,4444569.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trans-Vaccenic acid,282.2559,-0.30,4444571.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(13Z)-octadecenoic acid,282.2559,-0.30,4471866.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ethyl (9E)-9-hexadecenoate,282.2559,-0.30,4516898.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Octadecenoic acid,282.2559,-0.30,4827881.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oleic acid,282.2559,-0.30,393217.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Cycloheptylundecanoic acid,282.2559,-0.30,391768.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elaidic Acid,282.2559,-0.30,553123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c368_HILIC,Spiroxamine,297.2669,2.68,0.31,0.40,0.10,0.34,-0.62,-0.96,0.26,-0.41,-0.66,1.000,1.000,1.000,1.000,0.209,0.017,1.000,1.000,0.267,9198249.6030065500,20599883.9985397000,9053508.5465192300,9416417.5244084300,10170221.1711687000,12951859.0446048000,8971667.2979043000,9661277.2855230800,7979422.0266344500,14174624.3235445000,6414428.8583418100,9593584.5791260800,5975678.4910628300,7062781.1202952900,9351981.9053020000,9339909.9092499100,13298180.8607955000,12110742.9515705000,13806395.2247407000,14659794.2594984000,15353516.6945753000,16957662.5412416000,14184686.2078962000,15295382.0209554000,3.2E+05,3.0E+05,3.3E+05,4.4E+05,3.0E+05,2.5E+05,2.8E+05,13.6,6.2,29.7,20.8,39.7,5.9,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spiroxamine,297.2668,0.44,77719.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(4Z)-2-Amino-1-hydroxy-4-octadecen-3-one,297.2668,0.44,4444423.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,palmitoleoyl ethanolamide,297.2668,0.44,8011589.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-dehydrosphingosine,297.2668,0.44,8014930.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(-)-cassine,297.2668,0.44,167832.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c369_HILIC,Dihomo-gamma-linolenic acid,306.2559,2.63,0.45,-0.03,-0.01,0.27,0.90,0.62,0.74,1.35,0.61,1.000,1.000,1.000,1.000,0.049,0.196,0.324,0.002,0.341,5146265.0665684000,8411648.6802484500,6133782.8808422000,6031416.2700392000,4517707.1065986400,6009359.2312231500,4243881.5663320400,7140399.1284017400,7417604.8443761600,6067766.3316927900,3568271.5988669600,3195250.1336523600,3117810.5583263600,3368955.6495597600,4441505.1639301800,4493181.5456210500,1948910.5562550700,1780190.5102329900,2861957.6517298300,2223091.6379760100,2331807.8928230300,3778594.0650876500,3153605.1059278100,2927899.6724420500,2.2E+05,1.7E+05,3.1E+05,2.1E+05,2.5E+05,2.2E+05,2.0E+05,32.6,20.9,30.9,41.7,16.5,16.7,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(5Z,11E,14E)-5,11,14-Icosatrienoic acid",306.2559,-0.06,30776878.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(1S,3R,4Z,8E,12S,13E)-12-Isopropyl-1,5,9-trimethyl-4,8,13-cyclotetradecatriene-1,3-diol",306.2559,-0.06,9284703.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,omega-hydroxygeranylgeraniol,306.2559,-0.06,9418746.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"cembra-2,7,11-triene-4,6-diol",306.2559,-0.06,24684690.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(1S,3S,3aR,4R,6Z,7S,9aS,10aS)-7-Isopropyl-1,4,9a-trimethyl-1,2,3,3a,4,5,7,8,9,9a,10,10a-dodecahydrodicyclopenta[a,d][8]annulene-3,4-diol",306.2559,-0.06,58829877.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(1R,2R,4aS,8aS)-1-[(1E,3E)-5-Hydroxy-3-methyl-1,3-pentadien-1-yl]-2,5,5,8a-tetramethyldecahydro-2-naphthalenol",306.2559,-0.06,58837208.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(3R,12S,13E)-12-Isopropyl-1,5,9-trimethyl-4,8,13-cyclotetradecatriene-1,3-diol",306.2559,-0.06,58837209.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"5-[5-(Hydroxymethyl)-1,2,4a-trimethyl-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]-3-methyl-1-penten-3-ol",306.2559,-0.06,35014268.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,plaunotol,306.2559,-0.06,4445387.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"11Z,14Z,17Z-Eicosatrienoic acid",306.2559,-0.06,4471954.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mead acid,306.2559,-0.06,4471956.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dihomo-gamma-linolenic acid,306.2559,-0.06,4444199.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BA-2664,306.2559,-0.06,211980.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2alpha-Methyl-5alpha-androstane-3beta,17beta-diol",306.2559,-0.06,201130.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"17-Methyl-5alpha-androstane-11beta,17beta-diol",306.2559,-0.06,202470.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2alpha-Methyl-5alpha-androstane-3alpha,17beta-diol",306.2559,-0.06,222298.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c370_HILIC,1-Hexadecanoylpyrrolidine,309.3032,2.63,0.60,0.26,0.05,-0.73,-2.31,-1.57,-0.39,-1.75,-1.36,0.805,1.000,1.000,0.179,0.000,0.000,1.000,0.000,0.001,5329601.7396353300,18316543.2995022000,5509347.2871259700,7472249.4207569700,4865915.5374529500,8396010.0760513800,5612625.3858970600,8080631.7139637100,9207374.7416492500,13474852.5634925000,8831046.2714845700,9080896.7558806000,5747305.1887095900,9277644.7142920100,12559369.3278942000,12294368.5677887000,26572006.1903422000,26024850.1301349000,26765733.0809747000,26557962.6792817000,29419492.3015725000,31924211.6594543000,26958101.9299931000,28985297.6951457000,5.6E+05,5.4E+05,6.5E+05,5.8E+05,5.5E+05,5.2E+05,5.6E+05,9.5,4.9,19.9,30.7,49.0,6.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Hexadecanoylpyrrolidine,309.3032,0.04,216397.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c371_HILIC,2'-deamino-2'-hydroxy-6'-dehydroparomamine,322.1376,16.21,0.04,0.11,-0.07,-0.19,-1.45,-1.26,-0.26,-1.34,-1.08,1.000,1.000,1.000,1.000,0.000,0.000,0.313,0.000,0.000,2264611.5147564500,2420453.3636104000,2417389.5717654800,1829186.2970532200,2394586.7130434600,2353904.9869584400,1924079.6004180900,2491393.7894560200,2695386.1154480300,3644359.7202190500,2680307.0061604300,2492295.2264049300,2381641.2666468200,2843918.3937969900,2627999.4424852000,2878467.2094271600,7829448.0102617000,7127847.7550634900,6991396.0631316100,5367038.7909270600,5661331.5650882400,6755480.3274583800,5757716.7404079600,4831896.1368662600,6.2E+04,7.9E+04,7.6E+04,6.2E+04,1.1E+05,5.7E+04,5.7E+04,18.2,15.9,16.4,5.6,13.3,10.1,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2'-deamino-2'-hydroxy-6'-dehydroparomamine,322.1376,-0.17,28533168.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-{3-Carboxy-3-[(3-carboxy-3-hydroxypropyl)amino]propyl}homoserine,322.1376,-0.17,17229519.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"6-[(5-Amino-1-carboxypentyl)amino]-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid (non-preferred name)",322.1376,-0.17,35013548.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"6-[(5-Amino-5-carboxypentyl)amino]-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid (non-preferred name)",322.1376,-0.17,35013549.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c372_HILIC,Oleoylethanolamide,325.2982,2.65,0.26,0.57,-0.28,1.58,0.72,-0.86,1.28,1.27,-0.01,1.000,1.000,1.000,0.000,0.018,0.010,0.000,0.000,1.000,25613128.4047439000,42097314.7340853000,27133145.2006875000,23464168.4076580000,25006171.4830152000,34316005.5026788000,25250130.2513346000,26723354.8392258000,8593411.9865975100,17282446.9937443000,8414082.5928559900,12639932.9498430000,8189570.2644474200,10308427.0875622000,11846691.2020779000,12556107.9641362000,15194541.1453684000,15956871.5022870000,17868359.3643865000,11795446.5129839000,15597552.4986189000,13299857.1206778000,14853079.1024842000,12087351.8707828000,4.5E+05,4.3E+05,4.7E+05,4.2E+05,4.5E+05,3.7E+05,4.6E+05,14.3,8.6,22.2,18.7,26.3,3.7,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oleoylethanolamide,325.2981,0.33,4446574.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c373_HILIC,Docosatetraenoic acid,332.2715,2.62,0.50,0.16,-0.13,1.06,0.96,-0.10,1.40,1.59,0.19,1.000,1.000,1.000,0.184,0.109,1.000,0.032,0.006,1.000,7917305.4593658400,12651289.5377202000,8381951.9469089100,9174589.9380785900,5941966.7425141300,6983468.7131808300,6483669.1510156700,11127193.7235375000,7058661.3395075400,6288102.4854124000,3125236.6556083900,3243282.6005237400,2102738.2971729600,2807961.3277553100,3774301.5866064800,4448769.3264551600,2698719.7563836600,2438760.9121116900,4300563.0680502400,3148040.6430353700,3984002.6103164500,5048481.8500226700,3399683.3163932600,3606805.0653566800,2.2E+05,1.6E+05,3.0E+05,2.0E+05,2.3E+05,1.9E+05,1.8E+05,31.0,19.6,37.1,53.4,24.6,16.1,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Hydroxy-1-phenyl-3-hexadecanone,332.2715,-0.18,35013987.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-Hydroxy-1-phenyl-1-hexadecanone,332.2715,-0.18,35013988.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(7E,10E,13E,16E)-7,10,13,16-Docosatetraenoic acid",332.2715,-0.18,74849615.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ethyl (5Z,8Z,11E,14Z)-5,8,11,14-icosatetraenoate",332.2715,-0.18,59693706.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ganaxolone,332.2715,-0.18,5293511.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,3-Benzenediol, 2-methyl-5-(8-pentadecenyl)-, (Z)-",332.2715,-0.18,4954648.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Docosatetraenoic acid,332.2715,-0.18,4593749.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5?-androstan-17?-ol propionate,332.2715,-0.18,208210.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c374_HILIC,N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine,335.1329,17.11,0.01,0.01,-0.25,0.56,0.59,0.03,0.56,0.85,0.29,1.000,1.000,1.000,0.045,0.026,1.000,0.054,0.004,1.000,33819866.5455066000,39315018.7429232000,33142201.2423055000,31582215.6672743000,30161599.2069392000,22419709.5746520000,30338512.3273577000,32409845.9228560000,24608077.8767340000,23389954.9479082000,20062164.8020953000,18093135.0709546000,19332287.0772494000,20671968.5592785000,23064410.8183356000,22835391.9327914000,25546530.2020226000,23434110.2759773000,20568443.3919380000,17869522.7175664000,21742979.2846233000,16856001.4041195000,18409985.8643037000,17666380.9430803000,2.7E+05,2.5E+05,2.2E+05,2.0E+05,2.5E+05,2.1E+05,2.3E+05,15.9,13.9,11.3,11.4,22.1,5.9,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(4Z)-4-[(3-Amino-3-carboxypropyl)imino]-2-[2-(2-aminoethoxy)-2-oxoethyl]-2,4-dihydroxybutanoic acid",335.1329,0.03,58837690.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine,335.1329,0.03,110370.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c375_HILIC,Dodecanoylcarnitine,343.2723,4.44,-0.44,-0.59,-0.37,0.19,-0.67,-0.85,0.34,-0.74,-1.08,1.000,1.000,1.000,1.000,0.313,0.170,0.957,0.068,0.004,20457310.5428619000,17127679.9223436000,18612625.7876482000,13837563.2188518000,18888375.9704130000,7676350.2241434700,15307168.4108554000,13873801.5167691000,22916114.8567231000,12205711.9138286000,11950719.2133262000,4781356.0242991700,16197488.3930368000,10299375.2990096000,16776788.6126456000,11599641.3009400000,30445211.5293411000,27460028.3308752000,33017322.4566847000,21867479.8666787000,29044115.0869554000,21691570.2663775000,23817557.7566547000,24300693.8181615000,1.0E+05,1.2E+05,1.2E+05,1.0E+05,1.6E+05,1.0E+05,1.2E+05,11.3,13.3,34.9,26.6,30.1,11.8,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
